全部,#genre#
BRTV影视,http://114.254.93.135:2222/rtp/239.3.1.158:8000
BRTV文艺,http://114.254.93.135:2222/rtp/239.3.1.242:8000
BRTV财经,http://114.254.93.135:2222/rtp/239.3.1.116:8000
BRTV生活,http://114.254.93.135:2222/rtp/239.3.1.117:8000
BRTV纪实科教,http://114.254.93.135:2222/rtp/239.3.1.115:8000
BRTV卡酷少儿,http://114.254.93.135:2222/rtp/239.3.1.189:8000
BRTV体育休闲[],http://114.254.93.135:2222/rtp/239.3.1.243:8000
BTV国际,http://114.254.93.135:2222/rtp/239.3.1.235:8000
爱上4K[],http://114.254.93.135:2222/rtp/239.3.1.236:2000
4K[],http://114.254.93.135:2222/rtp/239.3.1.249:8001
淘电影,http://114.254.93.135:2222/rtp/239.3.1.250:8001
星影,http://114.254.93.135:2222/rtp/239.3.1.94:4120
动作影院,http://114.254.93.135:2222/rtp/239.3.1.92:4120
光影,http://114.254.93.135:2222/rtp/239.3.1.84:4120
喜剧影院,http://114.254.93.135:2222/rtp/239.3.1.91:4120
家庭影院,http://114.254.93.135:2222/rtp/239.3.1.93:4120
精选,http://114.254.93.135:2222/rtp/239.3.1.74:4120
经典电影,http://114.254.93.135:2222/rtp/239.3.1.195:9024
纪实人文,http://114.254.93.135:2222/rtp/239.3.1.212:8060
金鹰纪实,http://114.254.93.135:2222/rtp/239.3.1.58:8156
地理,http://114.254.93.135:2222/rtp/239.3.1.71:4120
淘剧场,http://114.254.93.135:2222/rtp/239.3.1.95:8001
淘娱乐,http://114.254.93.135:2222/rtp/239.3.1.100:8001
淘Baby,http://114.254.93.135:2222/rtp/239.3.1.238:8001
萌宠TV,http://114.254.93.135:2222/rtp/239.3.1.102:8001
中国交通,http://114.254.93.135:2222/rtp/239.3.1.188:8001
朝阳融媒,http://114.254.93.135:2222/rtp/239.3.1.163:8001
通州融媒,http://114.254.93.135:2222/rtp/239.3.1.221:8001
密云电视台,http://114.254.93.135:2222/rtp/239.3.1.154:8001
延庆电视台,http://114.254.93.135:2222/rtp/239.3.1.187:8001
房山电视台,http://114.254.93.135:2222/rtp/239.3.1.96:8001
睛彩竞技,http://114.254.93.135:2222/rtp/239.3.1.125:8001
睛彩篮球,http://114.254.93.135:2222/rtp/239.3.1.126:8001
睛彩羽毛球,http://114.254.93.135:2222/rtp/239.3.1.127:8001
睛彩广场舞,http://114.254.93.135:2222/rtp/239.3.1.128:8001
茶,http://114.254.93.135:2222/rtp/239.3.1.165:8001
体育赛事,http://114.254.93.135:2222/rtp/239.3.1.157:8176
淘精彩,http://114.254.93.135:2222/rtp/239.3.1.178:8001
快乐垂钓,http://114.254.93.135:2222/rtp/239.3.1.164:8001
大健康,http://114.254.93.135:2222/rtp/239.3.1.251:8001
CETV1,http://114.254.93.135:2222/rtp/239.3.1.57:8152
CETV2,http://114.254.93.135:2222/rtp/239.3.1.54:4120
CETV3,http://114.254.93.135:2222/rtp/239.3.1.55:4120
CETV4,http://114.254.93.135:2222/rtp/239.3.1.56:4120
少儿动画,http://114.254.93.135:2222/rtp/239.3.1.199:9000
热播剧场,http://114.254.93.135:2222/rtp/239.3.1.194:9020
解密,http://114.254.93.135:2222/rtp/239.3.1.75:4120
军事,http://114.254.93.135:2222/rtp/239.3.1.76:4120
军旅剧场,http://114.254.93.135:2222/rtp/239.3.1.68:4120
动画,http://114.254.93.135:2222/rtp/239.3.1.80:4120
古装剧场,http://114.254.93.135:2222/rtp/239.3.1.69:4120
台球,http://114.254.93.135:2222/rtp/239.3.1.85:4120
嘉佳卡通,http://114.254.93.135:2222/rtp/239.3.1.147:9268
国学,http://114.254.93.135:2222/rtp/239.3.1.77:4120
城市剧场,http://114.254.93.135:2222/rtp/239.3.1.67:4120
墨宝,http://114.254.93.135:2222/rtp/239.3.1.83:4120
好学生,http://114.254.93.135:2222/rtp/239.3.1.81:4120
山东教育,http://114.254.93.135:2222/rtp/239.3.1.52:4120
戏曲,http://114.254.93.135:2222/rtp/239.3.1.78:4120
收视指南,http://114.254.93.135:2222/rtp/239.3.1.193:8012
早教,http://114.254.93.135:2222/rtp/239.3.1.79:4120
武侠剧场,http://114.254.93.135:2222/rtp/239.3.1.90:4120
武术,http://114.254.93.135:2222/rtp/239.3.1.87:4120
爱生活,http://114.254.93.135:2222/rtp/239.3.1.86:4120
美人,http://114.254.93.135:2222/rtp/239.3.1.73:4120
美妆,http://114.254.93.135:2222/rtp/239.3.1.72:4120
财富天下,http://114.254.93.135:2222/rtp/239.3.1.53:9136
足球,http://114.254.93.135:2222/rtp/239.3.1.89:4120
金鹰卡通,http://114.254.93.135:2222/rtp/239.3.1.51:9252
鉴赏,http://114.254.93.135:2222/rtp/239.3.1.82:4120
音乐现场,http://114.254.93.135:2222/rtp/239.3.1.70:4120
高网,http://114.254.93.135:2222/rtp/239.3.1.88:4120
魅力时尚,http://114.254.93.135:2222/rtp/239.3.1.196:9012
